State and area,Year,Month,Total,Rate
Connecticut,2018,2,78904 ,4.1
Connecticut,2018,3,77726 ,4.1
Connecticut,2018,4,76469 ,4
Connecticut,2018,5,75282 ,3.9
Connecticut,2018,6,74196 ,3.9
Connecticut,2018,7,73203 ,3.8
Connecticut,2018,8,72494 ,3.8
Connecticut,2018,9,72138 ,3.7
Connecticut,2018,10,72003 ,3.7
Connecticut,2018,11,71858 ,3.7
Connecticut,2018,12,71492 ,3.7
Connecticut,2019,1,70825 ,3.7
Connecticut,2019,2,69788 ,3.6
Connecticut,2019,3,68651 ,3.6
Connecticut,2019,4,67719 ,3.5
Connecticut,2019,5,67272 ,3.5
Connecticut,2019,6,67507 ,3.5
Connecticut,2019,7,68420 ,3.5
Connecticut,2019,8,69676 ,3.6
Connecticut,2019,9,70664 ,3.6
Connecticut,2019,10,71551 ,3.7
Connecticut,2019,11,72462 ,3.7
Connecticut,2019,12,73342 ,3.8
Connecticut,2020,1,74078 ,3.8
Connecticut,2020,2,74754 ,3.9
Connecticut,2020,3,75185 ,3.9
Connecticut,2020,4,150729 ,8.2
Connecticut,2020,5,224106 ,11.7
Connecticut,2020,6,217963 ,11.4
Connecticut,2020,7,222156 ,11.6
Connecticut,2020,8,178810 ,9.6
Connecticut,2020,9,163657 ,8.8
Connecticut,2020,10,144563 ,7.9
Connecticut,2020,11,137016 ,7.5
Connecticut,2020,12,133515 ,7.3
Connecticut,2021,1,127838 ,7
Connecticut,2021,2,125903 ,6.9
Connecticut,2021,3,124382 ,6.9
Connecticut,2021,4,124562 ,6.9
Connecticut,2021,5,121361 ,6.7
Connecticut,2021,6,122093 ,6.7
Connecticut,2021,7,118233 ,6.4
Connecticut,2021,8,114969 ,6.2
Connecticut,2021,9,110161 ,5.8
Connecticut,2021,10,106784 ,5.6
Connecticut,2021,11,101868 ,5.3
Connecticut,2021,12,98276 ,5.1
Connecticut,2022,1,94630 ,4.8
Connecticut,2022,2,89181 ,4.6
Connecticut,2022,3,84470 ,4.3
Connecticut,2022,4,81913 ,4.2
Connecticut,2022,5,79812 ,4.1
Connecticut,2022,6,77953 ,4
Connecticut,2022,7,76206 ,4
Connecticut,2022,8,74244 ,3.9
Connecticut,2022,9,75930 ,4
Connecticut,2022,10,76777 ,4
Connecticut,2022,11,76557 ,4
Connecticut,2022,12,76207 ,4
Connecticut,2023,1,75444 ,3.9
Connecticut,2023,2,75733 ,4
Connecticut,2023,3,75264 ,3.9
Connecticut,2023,4,72576 ,3.8
Connecticut,2023,5,71085 ,3.7
Connecticut,2023,6,70144 ,3.7
Connecticut,2023,7,68948 ,3.6
Connecticut,2023,8,67253 ,3.5
Connecticut,2023,9,65553 ,3.5
Delaware,2014,1,26883 ,6
Delaware,2014,2,26670 ,6
Delaware,2014,3,26459 ,5.9
Delaware,2014,4,26258 ,5.8
Delaware,2014,5,26023 ,5.8
Delaware,2014,6,25741 ,5.7
Delaware,2014,7,25401 ,5.6
Delaware,2014,8,25021 ,5.5
Delaware,2014,9,24606 ,5.4
Delaware,2014,10,24119 ,5.3
Delaware,2014,11,23589 ,5.2
Delaware,2014,12,23138 ,5.1
Delaware,2015,1,22838 ,5
Delaware,2015,2,22694 ,4.9
Delaware,2015,3,22621 ,4.9
Delaware,2015,4,22530 ,4.9
Delaware,2015,5,22395 ,4.9
Delaware,2015,6,22225 ,4.8
Delaware,2015,7,22067 ,4.8
Delaware,2015,8,21945 ,4.7
Delaware,2015,9,21824 ,4.7
Delaware,2015,10,21697 ,4.7
Delaware,2015,11,21562 ,4.6
Delaware,2015,12,21374 ,4.6
Delaware,2016,1,21142 ,4.5
Delaware,2016,2,20933 ,4.5
Delaware,2016,3,20778 ,4.4
Delaware,2016,4,20711 ,4.4
Delaware,2016,5,20759 ,4.4
Delaware,2016,6,20896 ,4.5
Delaware,2016,7,21077 ,4.5
Delaware,2016,8,21284 ,4.5
Delaware,2016,9,21537 ,4.6
Delaware,2016,10,21793 ,4.6
Delaware,2016,11,21974 ,4.7
Delaware,2016,12,22043 ,4.7
Delaware,2017,1,22023 ,4.7
Delaware,2017,2,21937 ,4.6
Delaware,2017,3,21816 ,4.6
Delaware,2017,4,21689 ,4.6
Delaware,2017,5,21532 ,4.5
Delaware,2017,6,21368 ,4.5
Delaware,2017,7,21231 ,4.5
Delaware,2017,8,21091 ,4.4
Delaware,2017,9,20921 ,4.4
Delaware,2017,10,20709 ,4.3
Delaware,2017,11,20472 ,4.3
Delaware,2017,12,20177 ,4.2
Delaware,2018,1,19619 ,4.1
Delaware,2018,2,19240 ,4
Delaware,2018,3,18844 ,3.9
Delaware,2018,4,18447 ,3.8
Delaware,2018,5,18078 ,3.8
Delaware,2018,6,17721 ,3.7
Delaware,2018,7,17372 ,3.6
Delaware,2018,8,17101 ,3.6
Delaware,2018,9,16956 ,3.5
Delaware,2018,10,16931 ,3.5
Delaware,2018,11,16992 ,3.5
Delaware,2018,12,17086 ,3.5
Delaware,2019,1,17150 ,3.5
Delaware,2019,2,17131 ,3.5
Delaware,2019,3,17085 ,3.5
Delaware,2019,4,17066 ,3.5
Delaware,2019,5,17130 ,3.5
Delaware,2019,6,17317 ,3.6
Delaware,2019,7,17598 ,3.6
Delaware,2019,8,17865 ,3.7
Delaware,2019,9,17970 ,3.7
Delaware,2019,10,17918 ,3.7
Delaware,2019,11,17761 ,3.7
Delaware,2019,12,17601 ,3.6
Delaware,2020,1,17510 ,3.6
Delaware,2020,2,17552 ,3.7
Delaware,2020,3,24463 ,5
Delaware,2020,4,61508 ,13
Delaware,2020,5,66488 ,13.4
Delaware,2020,6,64164 ,12.8
Delaware,2020,7,36119 ,7.5
Delaware,2020,8,35828 ,7.4
Delaware,2020,9,37348 ,7.6
Delaware,2020,10,24988 ,5.2
Delaware,2020,11,26013 ,5.3
Delaware,2020,12,27240 ,5.6
Delaware,2021,1,28028 ,5.7
Delaware,2021,2,28752 ,5.8
Delaware,2021,3,29252 ,5.9
Delaware,2021,4,29365 ,5.9
Delaware,2021,5,29041 ,5.9
Delaware,2021,6,28706 ,5.8
Delaware,2021,7,27813 ,5.6
Delaware,2021,8,26936 ,5.5
Delaware,2021,9,25791 ,5.2
Delaware,2021,10,24982 ,5.1
Delaware,2021,11,24192 ,4.9
Delaware,2021,12,23486 ,4.7
Delaware,2022,1,23069 ,4.6
Delaware,2022,2,22347 ,4.5
Delaware,2022,3,21853 ,4.4
Delaware,2022,4,21545 ,4.3
Delaware,2022,5,21496 ,4.3
Delaware,2022,6,21576 ,4.3
Delaware,2022,7,21809 ,4.4
Delaware,2022,8,22096 ,4.5
Delaware,2022,9,22694 ,4.6
Delaware,2022,10,23094 ,4.7
Delaware,2022,11,23110 ,4.7
Delaware,2022,12,23030 ,4.6
Delaware,2023,1,22905 ,4.6
Delaware,2023,2,22610 ,4.6
Delaware,2023,3,22048 ,4.4
Delaware,2023,4,21471 ,4.3
Delaware,2023,5,21166 ,4.2
Delaware,2023,6,20823 ,4.2
Delaware,2023,7,20564 ,4.1
Delaware,2023,8,20812 ,4.1
Delaware,2023,9,21037 ,4.1
District of Columbia,2014,1,29754 ,7.9
District of Columbia,2014,2,29502 ,7.9
District of Columbia,2014,3,29375 ,7.8
District of Columbia,2014,4,29385 ,7.8
District of Columbia,2014,5,29412 ,7.8
District of Columbia,2014,6,29383 ,7.8
District of Columbia,2014,7,29337 ,7.7
District of Columbia,2014,8,29305 ,7.7
District of Columbia,2014,9,29270 ,7.6
District of Columbia,2014,10,29134 ,7.6
District of Columbia,2014,11,28872 ,7.5
District of Columbia,2014,12,28590 ,7.4
District of Columbia,2015,1,28354 ,7.4
District of Columbia,2015,2,28166 ,7.3
District of Columbia,2015,3,27950 ,7.2
District of Columbia,2015,4,27660 ,7.2
District of Columbia,2015,5,27304 ,7
District of Columbia,2015,6,26924 ,6.9
District of Columbia,2015,7,26582 ,6.8
District of Columbia,2015,8,26305 ,6.8
District of Columbia,2015,9,26058 ,6.7
District of Columbia,2015,10,25841 ,6.6
District of Columbia,2015,11,25656 ,6.6
District of Columbia,2015,12,25415 ,6.5
District of Columbia,2016,1,25085 ,6.4
District of Columbia,2016,2,24717 ,6.3
District of Columbia,2016,3,24362 ,6.2
District of Columbia,2016,4,24125 ,6.1
District of Columbia,2016,5,24081 ,6.1
District of Columbia,2016,6,24196 ,6.1
District of Columbia,2016,7,24394 ,6.2
District of Columbia,2016,8,24634 ,6.2
District of Columbia,2016,9,24896 ,6.3
District of Columbia,2016,10,25091 ,6.3
District of Columbia,2016,11,25150 ,6.3
District of Columbia,2016,12,25104 ,6.3
District of Columbia,2017,1,24399 ,6.3
District of Columbia,2017,2,24325 ,6.2
District of Columbia,2017,3,24275 ,6.2
District of Columbia,2017,4,24251 ,6.2
District of Columbia,2017,5,24221 ,6.2
District of Columbia,2017,6,24168 ,6.1
District of Columbia,2017,7,24075 ,6.1
District of Columbia,2017,8,23906 ,6.1
District of Columbia,2017,9,23683 ,6
District of Columbia,2017,10,23473 ,6
District of Columbia,2017,11,23349 ,5.9
District of Columbia,2017,12,23279 ,5.9
District of Columbia,2018,1,23160 ,5.9
District of Columbia,2018,2,23113 ,5.8
District of Columbia,2018,3,23049 ,5.8
District of Columbia,2018,4,22901 ,5.8
District of Columbia,2018,5,22638 ,5.7
District of Columbia,2018,6,22263 ,5.6
District of Columbia,2018,7,21819 ,5.5
District of Columbia,2018,8,21516 ,5.5
District of Columbia,2018,9,21547 ,5.5
District of Columbia,2018,10,21926 ,5.6
District of Columbia,2018,11,22519 ,5.7
District of Columbia,2018,12,23126 ,5.8
District of Columbia,2019,1,23527 ,5.9
District of Columbia,2019,2,23571 ,5.9
District of Columbia,2019,3,23282 ,5.8
District of Columbia,2019,4,22756 ,5.7
District of Columbia,2019,5,22173 ,5.5
District of Columbia,2019,6,21663 ,5.4
District of Columbia,2019,7,21295 ,5.3
District of Columbia,2019,8,21041 ,5.3
District of Columbia,2019,9,20814 ,5.2
District of Columbia,2019,10,20757 ,5.2
District of Columbia,2019,11,20971 ,5.2
District of Columbia,2019,12,21462 ,5.3
District of Columbia,2020,1,22101 ,5.5
District of Columbia,2020,2,22700 ,5.7
District of Columbia,2020,3,23042 ,5.7
District of Columbia,2020,4,43900 ,11.2
District of Columbia,2020,5,33286 ,8.8
District of Columbia,2020,6,32417 ,8.6
District of Columbia,2020,7,32739 ,8.6
District of Columbia,2020,8,31968 ,8.4
District of Columbia,2020,9,32010 ,8.4
District of Columbia,2020,10,30740 ,8.1
District of Columbia,2020,11,29674 ,7.9
District of Columbia,2020,12,28948 ,7.7
District of Columbia,2021,1,27323 ,7.3
District of Columbia,2021,2,26432 ,7.1
District of Columbia,2021,3,26252 ,7
District of Columbia,2021,4,26424 ,7
District of Columbia,2021,5,26594 ,7.1
District of Columbia,2021,6,27372 ,7.2
District of Columbia,2021,7,26772 ,7
District of Columbia,2021,8,26332 ,6.9
District of Columbia,2021,9,25018 ,6.6
District of Columbia,2021,10,24513 ,6.4
District of Columbia,2021,11,23910 ,6.3
District of Columbia,2021,12,23330 ,6.1
District of Columbia,2022,1,23159 ,6
District of Columbia,2022,2,21663 ,5.6
District of Columbia,2022,3,20300 ,5.2
District of Columbia,2022,4,18993 ,4.9
District of Columbia,2022,5,18057 ,4.6
District of Columbia,2022,6,17089 ,4.4
District of Columbia,2022,7,16179 ,4.1
District of Columbia,2022,8,15417 ,3.9
District of Columbia,2022,9,15896 ,4.1
District of Columbia,2022,10,16280 ,4.2
District of Columbia,2022,11,16381 ,4.2
District of Columbia,2022,12,16349 ,4.2
District of Columbia,2023,1,17322 ,4.5
District of Columbia,2023,2,18157 ,4.7
District of Columbia,2023,3,18872 ,4.8
District of Columbia,2023,4,19434 ,5
District of Columbia,2023,5,19854 ,5.1
District of Columbia,2023,6,19869 ,5.1
District of Columbia,2023,7,19568 ,5
District of Columbia,2023,8,19519 ,5
District of Columbia,2023,9,19642 ,5
Florida,2014,1,654696 ,6.9
Florida,2014,2,647833 ,6.8
Florida,2014,3,641427 ,6.7
Florida,2014,4,635285 ,6.7
Florida,2014,5,628142 ,6.6
Florida,2014,6,619965 ,6.5
Florida,2014,7,611681 ,6.4
Florida,2014,8,604141 ,6.3
Florida,2014,9,597145 ,6.2
Florida,2014,10,589167 ,6.1
Florida,2014,11,579865 ,6
Florida,2014,12,571137 ,6
Florida,2015,1,564168 ,5.9
Florida,2015,2,559218 ,5.8
Florida,2015,3,554816 ,5.8
Florida,2015,4,549727 ,5.7
Florida,2015,5,543577 ,5.7
Florida,2015,6,536342 ,5.6
Florida,2015,7,528825 ,5.5
Florida,2015,8,521898 ,5.4
Florida,2015,9,515344 ,5.3
Florida,2015,10,509396 ,5.3
Florida,2015,11,504612 ,5.2
Florida,2015,12,499996 ,5.1
Florida,2016,1,494823 ,5.1
Florida,2016,2,489577 ,5
Florida,2016,3,484466 ,5
Florida,2016,4,480619 ,4.9
Florida,2016,5,479006 ,4.9
Florida,2016,6,479240 ,4.9
Florida,2016,7,480276 ,4.9
Florida,2016,8,481562 ,4.9
Florida,2016,9,482991 ,4.9
Florida,2016,10,483036 ,4.9
Florida,2016,11,479786 ,4.8
Florida,2016,12,473072 ,4.8
Florida,2017,1,463665 ,4.7
Florida,2017,2,454257 ,4.6
Florida,2017,3,445185 ,4.5
Florida,2017,4,437378 ,4.4
Florida,2017,5,430713 ,4.3
Florida,2017,6,425642 ,4.3
Florida,2017,7,422205 ,4.2
Florida,2017,8,419264 ,4.2
Florida,2017,9,416020 ,4.2
Florida,2017,10,412342 ,4.1
Florida,2017,11,408593 ,4.1
Florida,2017,12,404264 ,4
Florida,2018,1,395659 ,3.9
Florida,2018,2,390618 ,3.9
Florida,2018,3,385489 ,3.8
Florida,2018,4,379715 ,3.8
Florida,2018,5,373487 ,3.7
Florida,2018,6,366943 ,3.6
Florida,2018,7,360590 ,3.6
Florida,2018,8,356132 ,3.5
Florida,2018,9,354429 ,3.5
Florida,2018,10,354989 ,3.5
Florida,2018,11,356435 ,3.5
Florida,2018,12,357157 ,3.5
Florida,2019,1,355776 ,3.5
Florida,2019,2,351500 ,3.4
Florida,2019,3,345785 ,3.4
Florida,2019,4,340305 ,3.3
Florida,2019,5,336373 ,3.3
Florida,2019,6,334267 ,3.3
Florida,2019,7,333297 ,3.2
Florida,2019,8,331774 ,3.2
Florida,2019,9,327855 ,3.2
Florida,2019,10,322563 ,3.1
Florida,2019,11,317308 ,3.1
Florida,2019,12,313316 ,3
Florida,2020,1,310536 ,3
Florida,2020,2,308254 ,3
Florida,2020,3,406609 ,4
Florida,2020,4,1250533 ,13.3
Florida,2020,5,1434372 ,14.1
Florida,2020,6,1181413 ,11.8
Florida,2020,7,1208909 ,11.8
Florida,2020,8,892631 ,8.9
Florida,2020,9,821377 ,8.1
Florida,2020,10,721269 ,7.1
Florida,2020,11,669497 ,6.6
Florida,2020,12,647861 ,6.4
Florida,2021,1,598043 ,5.9
Florida,2021,2,566461 ,5.6
Florida,2021,3,544744 ,5.3
Florida,2021,4,524437 ,5.1
Florida,2021,5,503829 ,4.9
Florida,2021,6,500100 ,4.8
Florida,2021,7,475923 ,4.6
Florida,2021,8,459155 ,4.4
Florida,2021,9,428666 ,4.1
Florida,2021,10,412038 ,3.9
Florida,2021,11,393471 ,3.7
Florida,2021,12,375604 ,3.6
Florida,2022,1,371228 ,3.5
Florida,2022,2,349523 ,3.3
Florida,2022,3,331866 ,3.1
Florida,2022,4,316799 ,3
Florida,2022,5,309366 ,2.9
Florida,2022,6,303077 ,2.8
Florida,2022,7,296868 ,2.7
Florida,2022,8,293654 ,2.7
Florida,2022,9,294446 ,2.7
Florida,2022,10,297315 ,2.7
Florida,2022,11,294058 ,2.7
Florida,2022,12,290801 ,2.7
Florida,2023,1,285839 ,2.6
Florida,2023,2,284361 ,2.6
Florida,2023,3,283229 ,2.6
Florida,2023,4,280772 ,2.6
Florida,2023,5,286969 ,2.6
Florida,2023,6,290022 ,2.6
Florida,2023,7,295282 ,2.7
Florida,2023,8,302949 ,2.7
Florida,2023,9,309493 ,2.8
Georgia,2014,1,355123 ,7.5
Georgia,2014,2,352504 ,7.4
Georgia,2014,3,350881 ,7.4
Georgia,2014,4,350119 ,7.4
Georgia,2014,5,348932 ,7.3
Georgia,2014,6,346509 ,7.3
Georgia,2014,7,342693 ,7.2
Georgia,2014,8,337689 ,7.1
Georgia,2014,9,331781 ,7
Georgia,2014,10,324839 ,6.8
Georgia,2014,11,317329 ,6.7
Georgia,2014,12,310666 ,6.6
Georgia,2015,1,305659 ,6.5
Georgia,2015,2,302282 ,6.4
Georgia,2015,3,299384 ,6.3
Georgia,2015,4,296187 ,6.3
Georgia,2015,5,292473 ,6.2
Georgia,2015,6,288285 ,6.1
Georgia,2015,7,284139 ,6
Georgia,2015,8,280514 ,5.9
Georgia,2015,9,277359 ,5.9
Georgia,2015,10,274909 ,5.8
Georgia,2015,11,273446 ,5.8
Georgia,2015,12,272292 ,5.7
Georgia,2016,1,270788 ,5.7
Georgia,2016,2,268966 ,5.7
Georgia,2016,3,266831 ,5.6
Georgia,2016,4,265018 ,5.5
Georgia,2016,5,264341 ,5.4
Georgia,2016,6,264988 ,5.4
Georgia,2016,7,266606 ,5.4
Georgia,2016,8,268879 ,5.4
Georgia,2016,9,271355 ,5.4
Georgia,2016,10,272804 ,5.4
Georgia,2016,11,272185 ,5.4
Georgia,2016,12,269577 ,5.3
Georgia,2017,1,264933 ,5.2
Georgia,2017,2,260124 ,5.1
Georgia,2017,3,255386 ,5
Georgia,2017,4,251103 ,4.9
Georgia,2017,5,247081 ,4.8
Georgia,2017,6,243531 ,4.8
Georgia,2017,7,240536 ,4.7
Georgia,2017,8,237586 ,4.6
Georgia,2017,9,234523 ,4.6
Georgia,2017,10,231397 ,4.5
Georgia,2017,11,228342 ,4.5
Georgia,2017,12,224969 ,4.4
Georgia,2018,1,220321 ,4.3
Georgia,2018,2,216594 ,4.2
Georgia,2018,3,212964 ,4.1
Georgia,2018,4,209168 ,4.1
Georgia,2018,5,205440 ,4
Georgia,2018,6,201950 ,3.9
Georgia,2018,7,198971 ,3.9
Georgia,2018,8,197365 ,3.9
Georgia,2018,9,197354 ,3.9
Georgia,2018,10,198303 ,3.9
Georgia,2018,11,199203 ,3.9
Georgia,2018,12,199145 ,3.9
Georgia,2019,1,197559 ,3.9
Georgia,2019,2,194175 ,3.8
Georgia,2019,3,190100 ,3.7
Georgia,2019,4,186505 ,3.6
Georgia,2019,5,184081 ,3.6
Georgia,2019,6,182818 ,3.5
Georgia,2019,7,182293 ,3.5
Georgia,2019,8,181628 ,3.5
Georgia,2019,9,179981 ,3.5
Georgia,2019,10,178506 ,3.4
Georgia,2019,11,178350 ,3.4
Georgia,2019,12,180151 ,3.5
Georgia,2020,1,183557 ,3.5
Georgia,2020,2,187983 ,3.6
Georgia,2020,3,191809 ,3.7
Georgia,2020,4,614111 ,12.4
Georgia,2020,5,492070 ,9.7
Georgia,2020,6,418422 ,8.4
Georgia,2020,7,382027 ,7.7
Georgia,2020,8,336313 ,6.8
Georgia,2020,9,314681 ,6.3
Georgia,2020,10,288266 ,5.5
Georgia,2020,11,272292 ,5.2
Georgia,2020,12,261983 ,5
Georgia,2021,1,247400 ,4.8
Georgia,2021,2,236572 ,4.6
Georgia,2021,3,227753 ,4.4
Georgia,2021,4,219760 ,4.2
Georgia,2021,5,212037 ,4.1
Georgia,2021,6,206161 ,4
Georgia,2021,7,198244 ,3.8
Georgia,2021,8,190207 ,3.7
Georgia,2021,9,181780 ,3.5
Georgia,2021,10,175205 ,3.4
Georgia,2021,11,169727 ,3.3
Georgia,2021,12,164987 ,3.2
Georgia,2022,1,161555 ,3.1
Georgia,2022,2,158045 ,3
Georgia,2022,3,155574 ,3
Georgia,2022,4,154183 ,2.9
Georgia,2022,5,154171 ,2.9
Georgia,2022,6,155575 ,3
Georgia,2022,7,158112 ,3
Georgia,2022,8,160947 ,3.1
Georgia,2022,9,162522 ,3.1
Georgia,2022,10,162849 ,3.1
Georgia,2022,11,162060 ,3.1
Georgia,2022,12,161461 ,3.1
Georgia,2023,1,161710 ,3.1
Georgia,2023,2,162897 ,3.1
Georgia,2023,3,164956 ,3.1
Georgia,2023,4,165419 ,3.1
Georgia,2023,5,169828 ,3.2
Georgia,2023,6,170124 ,3.2
Georgia,2023,7,169807 ,3.2
Georgia,2023,8,174106 ,3.3
Georgia,2023,9,179023 ,3.4
Hawaii,2014,1,30188 ,4.6
Hawaii,2014,2,29797 ,4.5
Hawaii,2014,3,29446 ,4.4
Hawaii,2014,4,29174 ,4.4
Hawaii,2014,5,28879 ,4.4
Hawaii,2014,6,28501 ,4.3
Hawaii,2014,7,28056 ,4.2
Hawaii,2014,8,27601 ,4.1
Hawaii,2014,9,27173 ,4.1
Hawaii,2014,10,26741 ,4
Hawaii,2014,11,26296 ,3.9
Hawaii,2014,12,25890 ,3.9
Hawaii,2015,1,25546 ,3.8
Hawaii,2015,2,25178 ,3.8
Hawaii,2015,3,24680 ,3.7
Hawaii,2015,4,24083 ,3.6
Hawaii,2015,5,23472 ,3.5
Hawaii,2015,6,22904 ,3.4
Hawaii,2015,7,22428 ,3.3
Hawaii,2015,8,22040 ,3.3
Hawaii,2015,9,21680 ,3.2
Hawaii,2015,10,21339 ,3.2
Hawaii,2015,11,21041 ,3.1
Hawaii,2015,12,20765 ,3.1
Hawaii,2016,1,20513 ,3
Hawaii,2016,2,20360 ,3
Hawaii,2016,3,20294 ,3
Hawaii,2016,4,20235 ,3
Hawaii,2016,5,20154 ,3
Hawaii,2016,6,20015 ,2.9
Hawaii,2016,7,19772 ,2.9
Hawaii,2016,8,19458 ,2.9
Hawaii,2016,9,19156 ,2.8
Hawaii,2016,10,18855 ,2.8
Hawaii,2016,11,18508 ,2.7
Hawaii,2016,12,18124 ,2.7
Hawaii,2017,1,18049 ,2.6
Hawaii,2017,2,17813 ,2.6
Hawaii,2017,3,17544 ,2.5
Hawaii,2017,4,17167 ,2.5
Hawaii,2017,5,16568 ,2.4
Hawaii,2017,6,15748 ,2.3
Hawaii,2017,7,14814 ,2.1
Hawaii,2017,8,13894 ,2
Hawaii,2017,9,13170 ,1.9
Hawaii,2017,10,12825 ,1.9
Hawaii,2017,11,12952 ,1.9
Hawaii,2017,12,13456 ,1.9
Hawaii,2018,1,14210 ,2.1
Hawaii,2018,2,14678 ,2.1
Hawaii,2018,3,15143 ,2.2
Hawaii,2018,4,15547 ,2.2
Hawaii,2018,5,15941 ,2.3
Hawaii,2018,6,16359 ,2.4
Hawaii,2018,7,16772 ,2.4
Hawaii,2018,8,17225 ,2.5
Hawaii,2018,9,17718 ,2.6
Hawaii,2018,10,18200 ,2.6
Hawaii,2018,11,18619 ,2.7
Hawaii,2018,12,18903 ,2.8
Hawaii,2019,1,18970 ,2.8
Hawaii,2019,2,18795 ,2.7
Hawaii,2019,3,18467 ,2.7
Hawaii,2019,4,18059 ,2.6
Hawaii,2019,5,17641 ,2.6
Hawaii,2019,6,17277 ,2.5
Hawaii,2019,7,17005 ,2.5
Hawaii,2019,8,16794 ,2.4
Hawaii,2019,9,16576 ,2.4
Hawaii,2019,10,16336 ,2.4
Hawaii,2019,11,16027 ,2.3
Hawaii,2019,12,15686 ,2.3
Hawaii,2020,1,15357 ,2.2
Hawaii,2020,2,15081 ,2.2
Hawaii,2020,3,14853 ,2.2
Hawaii,2020,4,146355 ,22.6
Hawaii,2020,5,138223 ,20.8
Hawaii,2020,6,115791 ,17.5
Hawaii,2020,7,105601 ,15.7
Hawaii,2020,8,88219 ,13.2
Hawaii,2020,9,83619 ,13.5
Hawaii,2020,10,73489 ,11.5
Hawaii,2020,11,69440 ,10.6
Hawaii,2020,12,68449 ,10.3
Hawaii,2021,1,63933 ,9.5
Hawaii,2021,2,61943 ,9.2
Hawaii,2021,3,57021 ,8.4
Hawaii,2021,4,52437 ,7.7
Hawaii,2021,5,46290 ,6.9
Hawaii,2021,6,42591 ,6.3
Hawaii,2021,7,36827 ,5.5
Hawaii,2021,8,31961 ,4.8
Hawaii,2021,9,26782 ,4
Hawaii,2021,10,22341 ,3.4
Hawaii,2021,11,21655 ,3.3
Hawaii,2021,12,21332 ,3.2
Hawaii,2022,1,21400 ,3.2
Hawaii,2022,2,21577 ,3.2
Hawaii,2022,3,21916 ,3.3
Hawaii,2022,4,22337 ,3.3
Hawaii,2022,5,22739 ,3.4
Hawaii,2022,6,23161 ,3.4
Hawaii,2022,7,23693 ,3.5
Hawaii,2022,8,24318 ,3.6
Hawaii,2022,9,24856 ,3.7
Hawaii,2022,10,25264 ,3.7
Hawaii,2022,11,25287 ,3.7
Hawaii,2022,12,25191 ,3.7
Hawaii,2023,1,24629 ,3.6
Hawaii,2023,2,24176 ,3.6
Hawaii,2023,3,23539 ,3.5
Hawaii,2023,4,22490 ,3.3
Hawaii,2023,5,21341 ,3.1
Hawaii,2023,6,20279 ,3
Hawaii,2023,7,19277 ,2.8
Hawaii,2023,8,19024 ,2.8
Hawaii,2023,9,19192 ,2.8
Idaho,2014,1,43528 ,5.6
Idaho,2014,2,40624 ,5.2
Idaho,2014,3,37992 ,4.9
Idaho,2014,4,35611 ,4.6
Idaho,2014,5,34685 ,4.5
Idaho,2014,6,30807 ,4
Idaho,2014,7,31142 ,4
Idaho,2014,8,31294 ,4
Idaho,2014,9,31257 ,4
Idaho,2014,10,31003 ,4
Idaho,2014,11,30618 ,3.9
Idaho,2014,12,30319 ,3.9
Idaho,2015,1,30221 ,3.8
Idaho,2015,2,30368 ,3.9
Idaho,2015,3,30640 ,3.9
Idaho,2015,4,30915 ,3.9
Idaho,2015,5,31129 ,3.9
Idaho,2015,6,31192 ,3.9
Idaho,2015,7,31133 ,3.9
Idaho,2015,8,31035 ,3.9
Idaho,2015,9,30884 ,3.9
Idaho,2015,10,30733 ,3.8
Idaho,2015,11,30655 ,3.8
Idaho,2015,12,30581 ,3.8
Idaho,2016,1,30468 ,3.8
Idaho,2016,2,30326 ,3.8
Idaho,2016,3,30158 ,3.7
Idaho,2016,4,30028 ,3.7
Idaho,2016,5,29987 ,3.7
Idaho,2016,6,30018 ,3.7
Idaho,2016,7,30010 ,3.7
Idaho,2016,8,29901 ,3.7
Idaho,2016,9,29754 ,3.6
Idaho,2016,10,29548 ,3.6
Idaho,2016,11,29220 ,3.6
Idaho,2016,12,28790 ,3.5
Idaho,2017,1,28603 ,3.5
Idaho,2017,2,27986 ,3.4
Idaho,2017,3,27408 ,3.3
Idaho,2017,4,26915 ,3.2
Idaho,2017,5,26546 ,3.2
Idaho,2017,6,26375 ,3.1
Idaho,2017,7,26414 ,3.1
Idaho,2017,8,26589 ,3.2
Idaho,2017,9,26755 ,3.2
Idaho,2017,10,26740 ,3.2
Idaho,2017,11,26517 ,3.1
Idaho,2017,12,26093 ,3.1
Idaho,2018,1,25600 ,3
Idaho,2018,2,25090 ,2.9
Idaho,2018,3,24616 ,2.9
Idaho,2018,4,24219 ,2.8
Idaho,2018,5,23971 ,2.8
Idaho,2018,6,23889 ,2.8
Idaho,2018,7,23947 ,2.8
Idaho,2018,8,24190 ,2.8
Idaho,2018,9,24639 ,2.8
Idaho,2018,10,25218 ,2.9
Idaho,2018,11,25768 ,3
Idaho,2018,12,26112 ,3
Idaho,2019,1,26150 ,3
Idaho,2019,2,25882 ,2.9
Idaho,2019,3,25493 ,2.9
Idaho,2019,4,25161 ,2.9
Idaho,2019,5,25013 ,2.8
Idaho,2019,6,25123 ,2.8
Idaho,2019,7,25464 ,2.9
Idaho,2019,8,25820 ,2.9
Idaho,2019,9,25868 ,2.9
Idaho,2019,10,25645 ,2.9
Idaho,2019,11,25224 ,2.8
Idaho,2019,12,24834 ,2.8
Idaho,2020,1,24764 ,2.7
